"","L1","L2","L3","L4","L5","L9","Level","SY","GE","VEND","ITEM","VOL_EQ","PRODUCT.TYPE","SUGAR.CONTENT","PROCESS","TEXTURE","FLAVOR.SCENT","SIZE","SALT.SODIUM.CONTENT"
"88-05-99998-56199","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR 80OZ",9,88,5,99998,56199,5,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","TWIN PACK","MISSING"
"88-02-99998-35228","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR 16.3OZ",9,88,2,99998,35228,1.0187,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-97455","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR 16.3OZ",9,88,5,99998,97455,1.0187,"PEANUT BUTTER","MISSING","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35192","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR 17.3OZ",9,88,2,99998,35192,1.0812,"PEANUT BUTTER","33% LESS SUGAR","CIRCLED U","CREAMY","REGULAR","MISSING","33% LESS SODIUM"
"88-02-99998-35279","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR 17.3OZ",9,88,2,99998,35279,1.0812,"PEANUT BUTTER","REDUCED SUGAR","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35286","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR 17.3OZ",9,88,2,99998,35286,1.0812,"PEANUT BUTTER","LESS SUGAR","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35365","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR 17.3OZ",9,88,2,99998,35365,1.0812,"PEANUT BUTTER","LOW SUGAR","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-97451","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR 17.3OZ",9,88,5,99998,97451,1.0812,"PEANUT BUTTER","LESS SUGAR","MISSING","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35345","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR ASST 216OZ",9,88,2,99998,35345,13.5,"PEANUT BUTTER","MISSING","ASSORTED","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-16906","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 16OZ",9,88,5,99998,16906,1,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35256","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 18OZ",9,88,2,99998,35256,1.125,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35316","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 18OZ",9,88,2,99998,35316,1.125,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-27133","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 18OZ",9,88,5,99998,27133,1.125,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-56197","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 18OZ",9,88,5,99998,56197,1.125,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-56201","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 18OZ",9,88,5,99998,56201,1.125,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35317","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 28OZ",9,88,2,99998,35317,1.75,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-27134","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 28OZ",9,88,5,99998,27134,1.75,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-97449","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 28OZ",9,88,5,99998,97449,1.75,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35318","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 40OZ",9,88,2,99998,35318,2.5,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-52959","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 40OZ",9,88,5,99998,52959,2.5,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35214","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 64OZ",9,88,2,99998,35214,4,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-27135","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 64OZ",9,88,5,99998,27135,4,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-47343","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 16.3OZ",9,88,5,99998,47343,1.0187,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-64414","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 16.3OZ",9,88,5,99998,64414,1.0187,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35357","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR CRCU 17.3OZ",9,88,2,99998,35357,1.0812,"PEANUT BUTTER","33% LESS SUGAR","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35346","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 12OZ",9,88,2,99998,35346,0.75,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35466","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 12OZ",9,88,2,99998,35466,0.75,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35280","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 18OZ",9,88,2,99998,35280,1.125,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35347","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 18OZ",9,88,2,99998,35347,1.125,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35281","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 28OZ",9,88,2,99998,35281,1.75,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35392","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 28OZ",9,88,2,99998,35392,1.75,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35476","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 28OZ",9,88,2,99998,35476,1.75,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35348","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 40OZ",9,88,2,99998,35348,2.5,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","REGULAR","MISSING"
"88-02-99998-35393","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 40OZ",9,88,2,99998,35393,2.5,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35442","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 40OZ",9,88,2,99998,35442,2.5,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35449","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 40OZ",9,88,2,99998,35449,2.5,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35394","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 48OZ",9,88,2,99998,35394,3,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","REGULAR","MISSING"
"88-02-99998-35349","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 64OZ",9,88,2,99998,35349,4,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35370","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 64OZ",9,88,2,99998,35370,4,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","FAMILY","MISSING"
"88-02-99998-35450","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 64OZ",9,88,2,99998,35450,4,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35237","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 80OZ",9,88,2,99998,35237,5,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","TWIN PACK","MISSING"
"88-02-99998-35282","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR FRRST 80OZ",9,88,2,99998,35282,5,"PEANUT BUTTER","MISSING","FRESH ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35453","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR KSHR 18OZ",9,88,2,99998,35453,1.125,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35454","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR KSHR 40OZ",9,88,2,99998,35454,2.5,"PEANUT BUTTER","MISSING","CIRCLED U","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35455","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR KSHR 48OZ",9,88,2,99998,35455,3,"PEANUT BUTTER","MISSING","KOSHER","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35326","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR KSHR 64OZ",9,88,2,99998,35326,4,"PEANUT BUTTER","MISSING","KOSHER","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35239","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR KSHR 80OZ",9,88,2,99998,35239,5,"PEANUT BUTTER","MISSING","KOSHER","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35456","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR KSHR 80OZ",9,88,2,99998,35456,5,"PEANUT BUTTER","MISSING","KOSHER","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35350","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTOLF 16OZ",9,88,2,99998,35350,1,"PEANUT BUTTER","MISSING","NATRL OLD-FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35482","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTOLF 16OZ",9,88,2,99998,35482,1,"PEANUT BUTTER","NO SUGAR ADDED","NATRL OLD-FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35201","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 12OZ",9,88,2,99998,35201,0.75,"PEANUT BUTTER","NO SUGAR","NATURAL","CREAMY","REGULAR","REGULAR","MISSING"
"88-02-99998-35388","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 12OZ",9,88,2,99998,35388,0.75,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","REGULAR","MISSING"
"88-02-99998-35221","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35221,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","NO SALT ADDED"
"88-02-99998-35260","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35260,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","UNSALTED"
"88-02-99998-35276","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35276,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","REGULAR","LOW SODIUM"
"88-02-99998-35311","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35311,1,"PEANUT BUTTER","1 G SUGARS","NATURAL","CREAMY","REGULAR","MISSING","UNSALTED"
"88-02-99998-35331","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35331,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35337","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35337,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35366","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35366,1,"PEANUT BUTTER","NO SUGAR ADDED","NATURAL","SMOOTH","REGULAR","MISSING","MISSING"
"88-02-99998-35375","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35375,1,"PEANUT BUTTER","NO SUGAR ADDED","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35384","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35384,1,"PEANUT BUTTER","NO SUGAR","NATURAL","CREAMY","REGULAR","MISSING","NO SALT"
"88-02-99998-35417","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,2,99998,35417,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-16911","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,5,99998,16911,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-29504","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,5,99998,29504,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-64416","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,5,99998,64416,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-77625","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,5,99998,77625,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-91869","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 16OZ",9,88,5,99998,91869,1,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35231","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 18OZ",9,88,2,99998,35231,1.125,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35315","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 18OZ",9,88,2,99998,35315,1.125,"PEANUT BUTTER","MISSING","ORGANIC","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35358","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 18OZ",9,88,2,99998,35358,1.125,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","REGULAR","MISSING"
"88-02-99998-35232","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 28OZ",9,88,2,99998,35232,1.75,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35389","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 28OZ",9,88,2,99998,35389,1.75,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35395","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 28OZ",9,88,2,99998,35395,1.75,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35359","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 40OZ",9,88,2,99998,35359,2.5,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","ECONOMY","MISSING"
"88-02-99998-35312","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRL 64OZ",9,88,2,99998,35312,4,"PEANUT BUTTER","MISSING","NATURAL","CREAMY","REGULAR","REGULAR","MISSING"
"88-02-99998-35396","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRST 16OZ",9,88,2,99998,35396,1,"PEANUT BUTTER","MISSING","NATURAL ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35418","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR NTRST 18OZ",9,88,2,99998,35418,1.125,"PEANUT SPREAD","MISSING","NATURAL ROASTED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35436","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR OLFD 16OZ",9,88,2,99998,35436,1,"PEANUT BUTTER","MISSING","OLD FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35437","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR OLFD 16OZ",9,88,2,99998,35437,1,"PEANUT BUTTER","MISSING","OLD FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35451","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR OLFD 16OZ",9,88,2,99998,35451,1,"PEANUT BUTTER","MISSING","OLD FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
"88-05-99998-21053","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR OLFD 16OZ",9,88,5,99998,21053,1,"PEANUT BUTTER","MISSING","OLD FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35273","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR OLFD 18OZ",9,88,2,99998,35273,1.125,"PEANUT BUTTER","MISSING","OLD FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
"88-02-99998-35292","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR OLFD 18OZ",9,88,2,99998,35292,1.125,"PEANUT BUTTER","MISSING","OLD FASHIONED","CREAMY","REGULAR","REGULAR","MISSING"
"88-02-99998-35223","CATEGORY - PEANUT BUTTER         ","PEANUT BUTTER","PRIVATE LABEL","PRIVATE LABEL","PRIVATE LABEL","+PRV * REG CRMY PBTR OLFD 64OZ",9,88,2,99998,35223,4,"PEANUT BUTTER","MISSING","OLD FASHIONED","CREAMY","REGULAR","MISSING","MISSING"
